D 10:16:05.5450479 GameState.DebugPrintPowerList() - Count=148
D 10:16:05.5551190 GameState.DebugPrintPower() - CREATE_GAME
D 10:16:05.5641209 GameState.DebugPrintPower() -     GameEntity EntityID=1
D 10:16:05.8010444 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:05.8081230 GameState.DebugPrintPower() -     tag=ENTITY_ID value=4
D 10:16:05.8160435 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:05.8221032 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:05.8291017 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=2
D 10:16:05.8350441 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=5 CardID=CS2_023
D 10:16:05.8411015 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:05.8480432 GameState.DebugPrintPower() -     tag=CARDTYPE value=SPELL
D 10:16:05.8550456 GameState.DebugPrintPower() -     tag=COST value=3
D 10:16:05.8610437 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:05.8671118 GameState.DebugPrintPower() -     tag=ENTITY_ID value=5
D 10:16:05.8731012 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:05.8800434 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:05.8870448 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=3
D 10:16:05.8930445 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=6 CardID=CS2_120
D 10:16:05.8991130 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:05.9050721 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:05.9120417 GameState.DebugPrintPower() -     tag=COST value=2
D 10:16:05.9191013 GameState.DebugPrintPower() -     tag=HEALTH value=3
D 10:16:05.9250413 GameState.DebugPrintPower() -     tag=ATK value=2
D 10:16:05.9320426 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:05.9380433 GameState.DebugPrintPower() -     tag=ENTITY_ID value=6
D 10:16:05.9440414 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:05.9520441 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=2
D 10:16:05.9580999 GameState.DebugPrintPower() -     tag=479 value=2
D 10:16:05.9641235 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=7 CardID=EX1_277
D 10:16:05.9710408 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:05.9780422 GameState.DebugPrintPower() -     tag=CARDTYPE value=SPELL
D 10:16:05.9850426 GameState.DebugPrintPower() -     tag=COST value=1
D 10:16:05.9920420 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:05.9981013 GameState.DebugPrintPower() -     tag=ENTITY_ID value=7
D 10:16:06.0040633 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:06.0110407 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.0180441 GameState.DebugPrintPower() -     tag=349 value=1
D 10:16:06.0240995 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=1
D 10:16:06.0300424 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=8 CardID=CS2_120
D 10:16:06.0370418 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.0430400 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.0510993 GameState.DebugPrintPower() -     tag=COST value=2
D 10:16:06.0581203 GameState.DebugPrintPower() -     tag=HEALTH value=3
D 10:16:06.0640989 GameState.DebugPrintPower() -     tag=ATK value=2
D 10:16:06.0720453 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.0800396 GameState.DebugPrintPower() -     tag=ENTITY_ID value=8
D 10:16:06.0880398 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.0950436 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=2
D 10:16:06.1020420 GameState.DebugPrintPower() -     tag=479 value=2
D 10:16:06.1090400 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=9 CardID=CS2_023
D 10:16:06.1170436 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.1230545 GameState.DebugPrintPower() -     tag=CARDTYPE value=SPELL
D 10:16:06.1310395 GameState.DebugPrintPower() -     tag=COST value=3
D 10:16:06.1370431 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.1440405 GameState.DebugPrintPower() -     tag=ENTITY_ID value=9
D 10:16:06.1520427 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:06.1590396 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.1660498 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=3
D 10:16:06.1730400 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=10 CardID=CS2_119
D 10:16:06.1820389 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.1890389 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.1960397 GameState.DebugPrintPower() -     tag=COST value=4
D 10:16:06.2020404 GameState.DebugPrintPower() -     tag=HEALTH value=7
D 10:16:06.2110384 GameState.DebugPrintPower() -     tag=ATK value=2
D 10:16:06.2190464 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.2260419 GameState.DebugPrintPower() -     tag=ENTITY_ID value=10
D 10:16:06.2330481 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.2400378 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=4
D 10:16:06.2470401 GameState.DebugPrintPower() -     tag=479 value=2
D 10:16:06.2540401 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=11 CardID=CS2_168
D 10:16:06.2610434 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.2670455 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.2740371 GameState.DebugPrintPower() -     tag=COST value=1
D 10:16:06.2800382 GameState.DebugPrintPower() -     tag=HEALTH value=1
D 10:16:06.2870454 GameState.DebugPrintPower() -     tag=ATK value=2
D 10:16:06.2930387 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.2990389 GameState.DebugPrintPower() -     tag=ENTITY_ID value=11
D 10:16:06.3060979 GameState.DebugPrintPower() -     tag=FACTION value=ALLIANCE
D 10:16:06.3130465 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.3190378 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=1
D 10:16:06.3260426 GameState.DebugPrintPower() -     tag=479 value=2
D 10:16:06.3320379 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=12 CardID=EX1_015
D 10:16:06.3380380 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.3460382 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.3531139 GameState.DebugPrintPower() -     tag=COST value=2
D 10:16:06.3590373 GameState.DebugPrintPower() -     tag=HEALTH value=1
D 10:16:06.3650951 GameState.DebugPrintPower() -     tag=ATK value=1
D 10:16:06.3730361 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.3800370 GameState.DebugPrintPower() -     tag=ENTITY_ID value=12
D 10:16:06.3870941 GameState.DebugPrintPower() -     tag=FACTION value=ALLIANCE
D 10:16:06.3940368 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.4000365 GameState.DebugPrintPower() -     tag=BATTLECRY value=1
D 10:16:06.4060361 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=2
D 10:16:06.4130561 GameState.DebugPrintPower() -     tag=479 value=1
D 10:16:06.4200364 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=13 CardID=EX1_015
D 10:16:06.4260380 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.4320939 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.4380632 GameState.DebugPrintPower() -     tag=COST value=2
D 10:16:06.4450367 GameState.DebugPrintPower() -     tag=HEALTH value=1
D 10:16:06.4520983 GameState.DebugPrintPower() -     tag=ATK value=1
D 10:16:06.4580935 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.4640350 GameState.DebugPrintPower() -     tag=ENTITY_ID value=13
D 10:16:06.4710349 GameState.DebugPrintPower() -     tag=FACTION value=ALLIANCE
D 10:16:06.4780343 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.4851129 GameState.DebugPrintPower() -     tag=BATTLECRY value=1
D 10:16:06.4920356 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=2
D 10:16:06.4980348 GameState.DebugPrintPower() -     tag=479 value=1
D 10:16:06.5050361 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=14 CardID=CS2_172
D 10:16:06.5110343 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.5180396 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.5250371 GameState.DebugPrintPower() -     tag=COST value=2
D 10:16:06.5320350 GameState.DebugPrintPower() -     tag=HEALTH value=2
D 10:16:06.5390653 GameState.DebugPrintPower() -     tag=ATK value=3
D 10:16:06.5470371 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.5540360 GameState.DebugPrintPower() -     tag=ENTITY_ID value=14
D 10:16:06.5610941 GameState.DebugPrintPower() -     tag=FACTION value=HORDE
D 10:16:06.5670928 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.5750411 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=2
D 10:16:06.5850350 GameState.DebugPrintPower() -     tag=479 value=3
D 10:16:06.5920344 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=15 CardID=CS2_168
D 10:16:06.5990343 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.6060347 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.6130351 GameState.DebugPrintPower() -     tag=COST value=1
D 10:16:06.6210930 GameState.DebugPrintPower() -     tag=HEALTH value=1
D 10:16:06.6291103 GameState.DebugPrintPower() -     tag=ATK value=2
D 10:16:06.6360403 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.6430358 GameState.DebugPrintPower() -     tag=ENTITY_ID value=15
D 10:16:06.6511108 GameState.DebugPrintPower() -     tag=FACTION value=ALLIANCE
D 10:16:06.6580481 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.6640336 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=1
D 10:16:06.6710320 GameState.DebugPrintPower() -     tag=479 value=2
D 10:16:06.6790346 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=16 CardID=EX1_593
D 10:16:06.6890906 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.6960910 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.7030322 GameState.DebugPrintPower() -     tag=COST value=5
D 10:16:06.7090338 GameState.DebugPrintPower() -     tag=HEALTH value=4
D 10:16:06.7170345 GameState.DebugPrintPower() -     tag=ATK value=4
D 10:16:06.7230322 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.7300463 GameState.DebugPrintPower() -     tag=ENTITY_ID value=16
D 10:16:06.7370311 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:06.7430317 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.7510446 GameState.DebugPrintPower() -     tag=BATTLECRY value=1
D 10:16:06.7580352 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=5
D 10:16:06.7650336 GameState.DebugPrintPower() -     tag=479 value=4
D 10:16:06.7720326 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=17 CardID=CS2_124
D 10:16:06.7791097 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.7860329 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.7930313 GameState.DebugPrintPower() -     tag=COST value=3
D 10:16:06.7990500 GameState.DebugPrintPower() -     tag=HEALTH value=1
D 10:16:06.8070414 GameState.DebugPrintPower() -     tag=ATK value=3
D 10:16:06.8141098 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.8210315 GameState.DebugPrintPower() -     tag=ENTITY_ID value=17
D 10:16:06.8280333 GameState.DebugPrintPower() -     tag=CHARGE value=1
D 10:16:06.8351110 GameState.DebugPrintPower() -     tag=FACTION value=HORDE
D 10:16:06.8420297 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.8490326 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=3
D 10:16:06.8560887 GameState.DebugPrintPower() -     tag=479 value=3
D 10:16:06.8630412 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=18 CardID=CS2_172
D 10:16:06.8690311 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.8760305 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.8840888 GameState.DebugPrintPower() -     tag=COST value=2
D 10:16:06.8920313 GameState.DebugPrintPower() -     tag=HEALTH value=2
D 10:16:06.8991080 GameState.DebugPrintPower() -     tag=ATK value=3
D 10:16:06.9060292 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.9131083 GameState.DebugPrintPower() -     tag=ENTITY_ID value=18
D 10:16:06.9200882 GameState.DebugPrintPower() -     tag=FACTION value=HORDE
D 10:16:06.9271013 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:06.9335116 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=2
D 10:16:06.9405545 GameState.DebugPrintPower() -     tag=479 value=3
D 10:16:06.9475554 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=19 CardID=CS2_124
D 10:16:06.9535541 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:06.9605731 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:06.9665527 GameState.DebugPrintPower() -     tag=COST value=3
D 10:16:06.9734939 GameState.DebugPrintPower() -     tag=HEALTH value=1
D 10:16:06.9805530 GameState.DebugPrintPower() -     tag=ATK value=3
D 10:16:06.9875730 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:06.9944966 GameState.DebugPrintPower() -     tag=ENTITY_ID value=19
D 10:16:07.0004948 GameState.DebugPrintPower() -     tag=CHARGE value=1
D 10:16:07.0075524 GameState.DebugPrintPower() -     tag=FACTION value=HORDE
D 10:16:07.0154929 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.0225075 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=3
D 10:16:07.0284954 GameState.DebugPrintPower() -     tag=479 value=3
D 10:16:07.0350890 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=20 CardID=CS2_200
D 10:16:07.0420870 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.0501043 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:07.0571658 GameState.DebugPrintPower() -     tag=COST value=6
D 10:16:07.0641442 GameState.DebugPrintPower() -     tag=HEALTH value=7
D 10:16:07.0710889 GameState.DebugPrintPower() -     tag=ATK value=6
D 10:16:07.0790856 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.0880856 GameState.DebugPrintPower() -     tag=ENTITY_ID value=20
D 10:16:07.0960882 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.1030867 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=6
D 10:16:07.1120876 GameState.DebugPrintPower() -     tag=479 value=6
D 10:16:07.1200863 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=21 CardID=CS2_022
D 10:16:07.1281442 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.1360876 GameState.DebugPrintPower() -     tag=CARDTYPE value=SPELL
D 10:16:07.1430880 GameState.DebugPrintPower() -     tag=COST value=4
D 10:16:07.1511440 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.1580867 GameState.DebugPrintPower() -     tag=ENTITY_ID value=21
D 10:16:07.1690896 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:07.1760861 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.1841449 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=4
D 10:16:07.1911082 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=22 CardID=CS2_122
D 10:16:07.1990864 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.2070870 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:07.2160845 GameState.DebugPrintPower() -     tag=COST value=3
D 10:16:07.2230844 GameState.DebugPrintPower() -     tag=HEALTH value=2
D 10:16:07.2311154 GameState.DebugPrintPower() -     tag=ATK value=2
D 10:16:07.2390951 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.2480877 GameState.DebugPrintPower() -     tag=ENTITY_ID value=22
D 10:16:07.2550857 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.2620875 GameState.DebugPrintPower() -     tag=AURA value=1
D 10:16:07.2700833 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=3
D 10:16:07.2780835 GameState.DebugPrintPower() -     tag=479 value=2
D 10:16:07.2890933 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=23 CardID=CS2_179
D 10:16:07.2960868 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.3020845 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:07.3110825 GameState.DebugPrintPower() -     tag=COST value=4
D 10:16:07.3190841 GameState.DebugPrintPower() -     tag=HEALTH value=5
D 10:16:07.3260934 GameState.DebugPrintPower() -     tag=ATK value=3
D 10:16:07.3331026 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.3400829 GameState.DebugPrintPower() -     tag=ENTITY_ID value=23
D 10:16:07.3490858 GameState.DebugPrintPower() -     tag=TAUNT value=1
D 10:16:07.3560828 GameState.DebugPrintPower() -     tag=FACTION value=HORDE
D 10:16:07.3631619 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.3700826 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=4
D 10:16:07.3790826 GameState.DebugPrintPower() -     tag=479 value=3
D 10:16:07.3861548 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=24 CardID=CS2_025
D 10:16:07.3920831 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.3990830 GameState.DebugPrintPower() -     tag=CARDTYPE value=SPELL
D 10:16:07.4060819 GameState.DebugPrintPower() -     tag=COST value=2
D 10:16:07.4131596 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.4201629 GameState.DebugPrintPower() -     tag=ENTITY_ID value=24
D 10:16:07.4271619 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:07.4341403 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.4420823 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=2
D 10:16:07.4500844 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=25 CardID=CS2_029
D 10:16:07.4571391 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.4640827 GameState.DebugPrintPower() -     tag=CARDTYPE value=SPELL
D 10:16:07.4710836 GameState.DebugPrintPower() -     tag=COST value=4
D 10:16:07.4790814 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.4880833 GameState.DebugPrintPower() -     tag=ENTITY_ID value=25
D 10:16:07.4950817 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:07.5020812 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.5090811 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=4
D 10:16:07.5171389 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=26 CardID=CS2_179
D 10:16:07.5241403 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.5310796 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:07.5380810 GameState.DebugPrintPower() -     tag=COST value=4
D 10:16:07.5460816 GameState.DebugPrintPower() -     tag=HEALTH value=5
D 10:16:07.5540823 GameState.DebugPrintPower() -     tag=ATK value=3
D 10:16:07.5610832 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.5680821 GameState.DebugPrintPower() -     tag=ENTITY_ID value=26
D 10:16:07.5750796 GameState.DebugPrintPower() -     tag=TAUNT value=1
D 10:16:07.5840825 GameState.DebugPrintPower() -     tag=FACTION value=HORDE
D 10:16:07.5920797 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.5990816 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=4
D 10:16:07.6061377 GameState.DebugPrintPower() -     tag=479 value=3
D 10:16:07.6160817 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=27 CardID=CS2_022
D 10:16:07.6230792 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.6301373 GameState.DebugPrintPower() -     tag=CARDTYPE value=SPELL
D 10:16:07.6369813 GameState.DebugPrintPower() -     tag=COST value=4
D 10:16:07.6439821 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.6509786 GameState.DebugPrintPower() -     tag=ENTITY_ID value=27
D 10:16:07.6580367 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:07.6650381 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.6709810 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=4
D 10:16:07.6779780 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=28 CardID=EX1_593
D 10:16:07.6859806 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.6929776 GameState.DebugPrintPower() -     tag=CARDTYPE value=MINION
D 10:16:07.7000367 GameState.DebugPrintPower() -     tag=COST value=5
D 10:16:07.7059786 GameState.DebugPrintPower() -     tag=HEALTH value=4
D 10:16:07.7140394 GameState.DebugPrintPower() -     tag=ATK value=4
D 10:16:07.7209773 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.7280363 GameState.DebugPrintPower() -     tag=ENTITY_ID value=28
D 10:16:07.7340374 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:07.7409777 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.7479771 GameState.DebugPrintPower() -     tag=BATTLECRY value=1
D 10:16:07.7559783 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=5
D 10:16:07.7620581 GameState.DebugPrintPower() -     tag=479 value=4
D 10:16:07.7689769 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=29 CardID=EX1_277
D 10:16:07.7749804 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
D 10:16:07.7839760 GameState.DebugPrintPower() -     tag=CARDTYPE value=SPELL
D 10:16:07.7909774 GameState.DebugPrintPower() -     tag=COST value=1
D 10:16:07.7980350 GameState.DebugPrintPower() -     tag=ZONE value=SETASIDE
D 10:16:07.8050354 GameState.DebugPrintPower() -     tag=ENTITY_ID value=29
D 10:16:07.8119991 GameState.DebugPrintPower() -     tag=FACTION value=NEUTRAL
D 10:16:07.8190357 GameState.DebugPrintPower() -     tag=RARITY value=FREE
D 10:16:07.8259769 GameState.DebugPrintPower() -     tag=349 value=1
D 10:16:07.8319761 GameState.DebugPrintPower() -     tag=TAG_LAST_KNOWN_COST_IN_HAND value=1
D 10:16:07.8399787 GameState.DebugPrintPower() - FULL_ENTITY - Creating ID=30 CardID=CS2_029
D 10:16:07.8490368 GameState.DebugPrintPower() -     tag=CONTROLLER value=1
